hasil_stemming,dominant_emotion
"['sudah', 'ada', 'kaburajadulu', 'perancis']",anger
"['ht', 'kaburajadulu', 'kamu', 'salah', 'mengapa', 'cabut']",anger
"['kaburajadulu', 'minimal', 'pindah', 'alam']",trust
"['pantes', 'cariin', 'tidak', 'temu', 'nyata', 'kaburajadulu']",trust
"['bukan', 'ingin', 'kaburajadulu', 'beneran', 'sekarang', 'tepat', 'nyampe', 'indonesia', 'sudah', 'asa', 'gaenak', 'seluruh', 'badan', 'asli', 'jadi', 'homesick', 'yurop', 'sangat', 'httpstcoetiq', 'fcwtz']",joy
"['iya', 'seperti', 'dia', 'suda', 'ingin', 'kaburajadulu', 'makanya', 'ingin', 'buat', 'kenang', 'sama', 'kita', 'smwa', 'aidonno']",sadness
"['kemarin', 'sepupu', 'berangkat', 'japan', 'kerja', 'orang', 'tmn', 'sudah', 'berangkat', 'orang', 'pabrik', 'isi', 'semua', 'kaburajadulu']",anticipation
"['andai', 'aku', 'jadi', 'wonyoung', 'keren', 'pasti', 'sudah', 'kaburajadulu', 'sangat', 'kerja', 'diindo']",disgust
"['keluar', 'negeri', 'sendiri', 'berani', 'kaburajadulu']",anticipation
"['stop', 'astaga', 'plss', 'cukubb', 'btw', 'cari', 'bisa', 'ngajakin', 'luar negeri', 'yahh', 'kaburajadulu']",anger
"['tidak', 'usahh', 'dita', 'kaburajadulu', 'kayak', 'jangan', 'indonesia', 'soal', 'chaoss']",anger
"['dia', 'dapet', 'privilege', 'buat', 'kaburajadulu']",anger
"['lbi', 'waktu', 'kaburajadulu', 'ri']",anticipation
"['tidak', 'bisa', 'kaburajadulu', 'amerika', 'nih']",anger
"['mama', 'ku', 'random', 'sangat', 'pagi', 'aku', 'bangun', 'tidur', 'tiba', 'bilang', 'ping', 'mama', 'ingin', 'kaburajadulu', 'belanda', 'kayak', 'hah']",anticipation
"['kemarin', 'banyak', 'promosiin', 'malingsial', 'salah', 'tuju', 'surga', 'kaburajadulu', 'posting', 'bangga', 'gaji', 'besar', 'kota', 'bersih', 'maju', 'enak', 'makan', 'murah', 'sana']",joy
"['apa', 'mungkin', 'rupiah', 'dilemahin', 'tidak', 'bisa', 'kaburajadulu']",anger
"['tidak', 'indonesia', 'luas', 'nuklir', 'tidak', 'cukup', 'buat', 'hancurin', 'indonesia', 'orang', 'pengaruh', 'bunuh', 'pasti', 'bakal', 'muncul', 'ganti', 'makanya', 'cipta', 'fenomena', 'kaburajadulu']",trust
"['kaburajadulu', 'ehh', 'ginjal', 'hilang', 'awoakwoakwo']",fear
"['la', 'hesteknya', 'kaburajadulu', 'piye']",anger
"['kayak', 'dia', 'dulu', 'terima', 'jalur', 'undang', 'dokter', 'unej', 'tidak', 'ambil', 'milih', 'ikut', 'jalur', 'tes', 'its', 'ekonomi', 'keluarga', 'waktu', 'kurang', 'bagus', 'memang', 'beliau', 'pintar', 'sangat', 'sekarang', 'dia', 'sudah', 'rantau', 'luar negeri', 'bagus', 'sangat', 'sudah', 'terap', 'kaburajadulu']",joy
"['kayak', 'benarbenar', 'frugal', 'hidup', 'ingin', 'wujud', 'kaburajadulu', 'ngetik', 'makan', 'tear', 'and', 'bread', 'alias', 'roti', 'sobek', 'paling', 'lembut', 'raya', 'sari', 'roti', 'kalah']",joy
"['ada', 'apa', 'sama', 'mengapa', 'kaburajadulu', 'sama']",trust
"['wapresnya', 'kaburajadulu', 'malah', 'kita', 'larang', 'menteri', 'bagaimana', 'nih']",anger
"['kemarin', 'tagar', 'kabur', 'dulu', 'sudah', 'kondisi', 'lari', 'perintah', 'minta', 'sama', 'kaburajadulu']",trust
"['ayok', 'kaburajadulu', 'amerika']",trust
"['korban', 'kaburajadulu', 'mana', 'nih', 'naikin', 'tagarny', 'bantu', 'kesana', 'hasut', 'ente', 'semua']",anger
"['korban', 'kaburajadulu', 'mana', 'nih', 'naikin', 'tagarny', 'bantu']",anger
"['buat', 'dia', 'dollar', 'naik', 'tidak', 'ngaruh', 'asal', 'jangan', 'dinar', 'yordania', 'naik', 'susah', 'buat', 'jajan', 'tepat', 'kaburajadulu']",anticipation
"['kuliah', 'jurus', 'apa', 'teknik', 'transportasi', 'laut', 'tante', 'kerja', 'apa', 'tepat', 'lulus', 'semua', 'diam', 'suasana', 'dadak', 'sunyi', 'ketika', 'aku', 'dapat', 'buah', 'tongkat', 'kuhentakkan', 'belah', 'selat', 'malaka', 'keluarga', 'kaburajadulu', 'singapura']",trust
"['tidak', 'dulu', 'ada', 'rezim', 'ditumbangin', 'sekaligus', 'nabung', 'buat', 'kaburajadulu', 'tidak', 'kunjung', 'baik', 'usaha', 'jadi', 'diaspora', 'bisa', 'pindah', 'kewarganegaraan', 'sudah', 'kecewa', 'mikirin', 'cintacintaan', 'tidak', 'ada', 'waktu']",anticipation
"['keluarga', 'rezim', 'mulai', 'gera', 'masal', 'kaburajadulu']",anticipation
"['kaburajadulu', 'cepat', 'mungkin']",joy
"['jauh', 'paling', 'jauh', 'kaburajadulu']",anger
"['ah', 'understandable', 'masalah', 'bukan', 'masuk', 'kristen', 'per', 'se', 'bagaimana', 'dia', 'rasa', 'kungkung', 'tidak', 'puas', 'agama', 'mirip', 'sama', 'fenomena', 'kaburajadulu', 'instead', 'of', 'negara', 'agama', 'been', 'there', 'done']",trust
"['tidak', 'jangan', 'guna', 'hashtag', 'kaburajadulu', 'jangan', 'jadi', 'wni', 'menyusahkann']",anger
"['iya', 'pokok', 'kaburajadulu', 'negeri', 'asal', 'gerald', 'aman', 'tentram', 'sangat', 'ketemu', 'heartliming', 'skip', 'aku', 'yakin', 'fadlan', 'auto', 'kecewa', 'jadi', 'wni', 'begini', 'susah', 'kita', 'perlu', 'pasu', 'mataram', 'buat', 'guling', 'rezim', 'sampah', 'bilangin', 'iya']",sadness
"['sebenernya', 'kontra', 'sangat', 'bagaimana', 'jujur', 'ingin', 'hidup', 'adem', 'tentram', 'tidak', 'bisa', 'mau', 'terima', 'hasil', 'teman', 'tidak', 'stuju', 'gt', 'jujur', 'ken', 'jadi', 'wna', 'kaburajadulu']",joy
"['magang', 'ada', 'kaburajadulu', 'jepang', 'tgjapan', 'infojob']",anger
"['tanggal', 'baru', 'kerja', 'libur', 'enak', 'ngapain', 'iya', 'apa', 'kaburajadulu']",anger
"['kaburajadulu', 'kapan']",anticipation
"['elaah', 'urus', 'as', 'judges', 'ingin', 'kaburajadulu', 'lamar', 'kerja', 'apa', 'yee']",sadness
"['gmna', 'iya', 'rasa', 'memang', 'sudah', 'saat', 'kaburajadulu']",anger
"['wapres', 'sudah', 'mulai', 'kaburajadulu', 'masa', 'kamu', 'masih', 'ingin', 'tahan', 'sini']",fear
"['wajar', 'ada', 'kaburajadulu', 'iya', 'luar', 'sana', 'beri', 'sempat', 'lebih', 'sini']",anger
"['tidak', 'papa', 'aku', 'malah', 'ingin', 'kaburajadulu', 'bisa', 'rubah', 'nasib']",sadness
"['dadah', 'korea', 'edisi', 'kaburajadulu', 'httpstcobgizwfgfdn']",anticipation
"['warga', 'nkri', 'ingin', 'kaburajadulu', 'apakah', 'sudah', 'siap', 'laku', 'ras', 'tetangga', 'bahkan', 'kerja', 'sama', 'orang', 'afrika', 'prindapan', 'orang', 'ateis', 'dlsb']",trust
"['jam', 'fleksibel', 'materi', 'bisa', 'diskusi', 'sesuai', 'butuh', 'harga', 'negotiable', 'sangat', 'siapa', 'tahu', 'ingin', 'kaburajadulu', 'bahasa', 'inggris', 'masih', 'belum', 'fluent', 'do', 'slide', 'into', 'my', 'dms', 'further', 'details']",sadness
"['should', 'jkttng', 'muslim', 'salary', 'cukup', 'kendara', 'pribadi', 'huni', 'pribadi', 'kecil', 'ajak', 'olahraga', 'ingin', 'no', 'smoke', 'no', 'drink', 'impi', 'kaburajadulu', 'lupa', 'akut', 'sudah', 'kerja', 'suka', 'lupa', 'waktu', 'no', 'dating', 'exp', 'jadi', 'kaku', 'sangat']",trust
"['mas', 'stei', 'itb', 'biasa', 'jalur', 'kaburajadulu']",anticipation
"['korsel', 'mah', 'legislatif', 'yudikatif', 'ngedukung', 'rakyat', 'indonesia', 'trias', 'politika', 'kubu', 'musuhin', 'rakyat', 'mana', 'tidak punya', 'oposisidahlah', 'nikmat', 'pilih', 'non', 'voters', 'semoga', 'cepat', 'bisa', 'kaburajadulu']",anger
"['ayok', 'cep', 'bisa', 'kaburajadulu']",trust
"['tahun', 'telah', 'had', 'my', 'interview', 'with', 'my', 'current', 'boss', 'sempat', 'datang', 'galau', 'sedih', 'ingin', 'kaburajadulu', 'nyata', 'belum', 'waktu', 'patah', 'hati', 'etc', 'siapa', 'tahu', 'bulan', 'sejak', 'interview', 'semua', 'galauin', 'ingin', 'kabul', 'cara', 'tidak', 'sangka', 'ci', 'tlrk']",sadness
"['ada', 'sini', 'sastra', 'jerman', 'aku', 'ingin', 'belajar', 'bahasa', 'jerman', 'daring', 'course', 'ada', 'mohon', 'biar', 'knoww', 'course', 'onlinecourse', 'jerman', 'kaburajadulu']",sadness
"['ingin', 'ada', 'ingin', 'kaburajadulu']",sadness
"['kabur', 'sudah', 'kaburr', 'kaburajadulu']",trust
"['apa', 'woii', 'modal', 'buat', 'kaburajadulu', 'belum', 'siap', 'sudah', 'ada', 'aja', 'gebrak', 'baru']",anticipation
"['orang', 'indonesia', 'kaburajadulu', 'bukan', 'arab', 'negara', 'kafir', 'bangga', 'agama', 'islam', 'warga', 'negara', 'kafir', 'sendiri', 'bal', 'bal', 'malah', 'hina', 'orang', 'indonesia', 'kadrun', 'munafik']",disgust
"['justru', 'tidak', 'tuju', 'kemarin', 'ingin', 'kaburajadulu', 'kata', 'katain']",trust
['kaburajadulu'],anger
"['kaburajadulu', 'bawa', 'berkah', 'anak', 'rantau', 'hongkong', 'taiwan', 'saudi', 'dubai', 'qatar', 'jepang', 'korea']",anticipation
"['kamu', 'ikut', 'kaburajadulu', 'iya', 'ceh']",anger
"['bawa', 'yan', 'jepang', 'ingin', 'kaburajadulu']",sadness
"['kapan', 'iya', 'bisa', 'kaburajadulu']",anticipation
"['ingin', 'ikut', 'maaf', 'fomo', 'umur', 'anak', 'tunggal', 'kuliah', 'fase', 'skripsi', 'ada', 'freelance', 'hobi', 'baca', 'fotovideo', 'kepo', 'sama', 'baru', 'tarik', 'strict', 'parent', 'punya', 'visi', 'misi', 'buat', 'ikut', 'kaburajadulu', 'telah', 'lulus', 'suka', 'jalan', 'kuliner', 'cari', 'tmn', 'hobi', 'min']",joy
"['waduhh', 'belum', 'apa', 'apa', 'sudah', 'diajakin', 'kaburajadulu']",anger
"['dia', 'ikut', 'kaburajadulu']",anger
"['jawa', 'gaji', 'tetap', 'bukan', 'voter', 'antizionis', 'bukan', 'okok', 'bukan', 'minum', 'suka', 'baca', 'novelcerpen', 'kadang', 'nulis', 'beberapa', 'media', 'suka', 'hubung', 'sepakbola', 'suka', 'jalan', 'kaki', 'diusahain', 'syukur', 'bisa', 'kaburajadulu']",trust
"['sekali', 'kaburajadulu']",anger
"['wamen', 'tulul', 'statemennya', 'tetap', 'ngawur', 'nyuruh', 'bayar', 'thr', 'padahal', 'status', 'bukan', 'karyawan', 'bilang', 'sritex', 'selamat', 'negara', 'padahal', 'status', 'pure', 'swasta', 'pailit', 'pernah', 'bilang', 'bakal', 'mundur', 'sritex', 'pailit', 'nyuruh', 'ingin', 'kaburajadulu', 'kabur', 'jangan']",trust
"['late', 'realization', 'awal', 'tidak', 'pernah', 'ngerasa', 'belongs', 'negara', 'not', 'fomo', 'kaburajadulu', 'kayak', 'kecil', 'tidak', 'suka', 'film', 'artis', 'musik', 'indonesia', 'sekarang', 'gitu', 'bahkan', 'bau', 'politik', 'negara', 'maksa', 'melek', 'mahasiswa', 'hukum']",anger
"['tetangga', 'hasil', 'kaburajadulu', 'soal']",anticipation
"['beliau', 'ingin', 'kaburajadulu']",sadness
"['makin', 'ingin', 'kaburajadulu']",sadness
"['ayok', 'tidak', 'kabur', 'jerman', 'kaburajadulu']",trust
"['semua', 'kaburajadulu']",anger
"['pasu', 'kaburajadulu']",sadness
"['ingin', 'ikut', 'sangat', 'kaburajadulu', 'korea', 'pikir', 'kabur', 'terus', 'ingin', 'lanjut', 'kerja', 'sekali', 'luar', 'negeri', 'waktu', 'dekat', 'tidak', 'ada', 'hobi', 'spesifik', 'aku', 'suka', 'jalan', 'kaki', 'masa', 'belajar', 'planning', 'uang', 'masa', 'depan']",fear
"['debut', 'supaya', 'bisa', 'jadi', 'maskot', 'kaburajadulu']",anger
"['memang', 'sudah', 'saat', 'kaburajadulu']",anger
"['haha', 'sial', 'kamu', 'indog', 'dar', 'diri', 'rakyat', 'kau', 'paling', 'bodoh', 'negara', 'kau', 'sudah', 'nak', 'hancur', 'indonesiagelap', 'kaburajadulu', 'negaratentera', 'indoggynesial', 'httpstcodenkmcfbc']",anger
"['ada', 'ponakan', 'langsung', 'auto', 'ngikutin', 'main', 'mainin', 'maapin', 'bendera', 'beda', 'kaburajadulu', 'httpstcoenmca', 'vu']",anticipation
"['susah', 'cari', 'kerja', 'indonesia', 'httpstcona', 'qwl', 'zxg', 'jumat', 'tidur', 'ngapain', 'jilat', 'capek', 'kaburajadulu', 'suka', 'bandung', 'jumbo', 'pabrik', 'gula', 'httpstcoxis', 'xj', 'adv']",anticipation
"['sudah', 'paling', 'benar', 'ikut', 'tagger', 'kaburajadulu']",anger
"['asean', 'semoga', 'trending', 'southeastasia', 'bakarsampah', 'kaburajadulu', 'indonesiagelap', 'airpollution', 'alert', 'polusi', 'udara', 'tingkat', 'sebab', 'asap', 'bakar', 'sampah', 'ilegal', 'racun', 'seluruh', 'duduk', 'jakarta', 'dampak', 'httpstcoekqkgjccuf']",disgust
"['manifesting', 'lulus', 'kuliah', 'langsung', 'kaburajadulu', 'oz', 'guna', 'visa', 'whv', 'aamiinn', 'sudah', 'tidak kuat', 'tinggal', 'negara']",anticipation
"['iya', 'tuhan', 'september', 'sudah', 'kuliah', 'mohon', 'fokusim', 'sekarang', 'kerja', 'dulu', 'bln', 'terus', 'abs', 'fokus', 'kuliah', 'jauhin', 'anak', 'lawan', 'galau', 'cinta', 'masalah', 'keluarga', 'masalah', 'teman', 'iya', 'tuhan', 'ingin', 'jadi', 'high', 'achiever', 'bisa', 'ikutin', 'kaburajadulu', 'nyusul', 'ka', 'audrey', 'australia']",anticipation
"['sisi', 'ekspotir', 'kerja', 'remote', 'gaji', 'pounds', 'neng', 'sisi', 'nilai', 'rupiah', 'rusak', 'buat', 'harga', 'pangan', 'naik', 'importir', 'pusing', 'solusiny', 'kaburajadulu']",anger
"['beberapa', 'orang', 'bilang', 'nyambi', 'bisnis', 'kaburajadulu']",anger
"['sekali', 'kalah', 'mending', 'kaburajadulu', 'iya', 'mas']",anger
"['informasi', 'kaburajadulu', 'jepang']",anger
"['ku', 'tinggal', 'jejak', 'dulu', 'sini', 'iya', 'aku', 'buat', 'nanya', 'siap', 'kaburajadulu', 'jepang']",anticipation
"['seperti', 'tuhan', 'belum', 'meridhoi', 'buat', 'kaburajadulu', 'cepat']",joy
"['resolusi', 'lebaran', 'fokus', 'lancarin', 'bing', 'bjapan', 'ingetim', 'kamu', 'sudah', 'bayar', 'enggak', 'kamu', 'dapet', 'dapet', 'ilmu', 'jangan', 'malas', 'supaya', 'kaburajadulu', 'bisa', 'realisasi']",anger
"['negara', 'sudah', 'ingin', 'runtuh', 'ngapain', 'jadi', 'pegawai', 'kaburajadulu']",sadness
"['bang', 'angkut', 'jepang', 'bisa', 'ikut', 'kaburajadulu']",anger
"['jeh', 'tidak', 'sopan', 'viralvideos', 'videolucu', 'lucu', 'kaburajadulu', 'httpstcoozywreay']",disgust
"['indonesia', 'cuma', 'buat', 'packing', 'bagaimana', 'buat', 'my', 'kaburajadulu', 'momen', 'come', 'true']",anger
"['podcast', 'sipalingkontroversi', 'metrotv', 'edisi', 'jumat', 'maret', 'ramadhan', 'watch', 'streamed', 'gnrng', 'semoga', 'manfaat', 'adiprayitno', 'thr', 'pungli', 'kabinetprabowo', 'hasannasbi', 'kaburajadulu', 'freepalestine', 'stayhealty', 'behappy']",anticipation
"['temenan', 'kaak', 'aku', 'nyusun', 'rencana', 'buat', 'kaburajadulu']",anticipation
"['ayok', 'pramugari', 'cari', 'wang', 'banyak', 'bisa', 'mah', 'sekali', 'kaburajadulu', 'airlines', 'luar negeri', 'bisa', 'sangat', 'berkarir', 'luar negeri', 'terus', 'cuan', 'sangat', 'ituu']",disgust
['kaburajadulu'],anger
"['ingin', 'kaburajadulu', 'lama']",sadness
"['fzn', 'punten', 'ingin', 'nanya', 'sholat', 'jumat', 'jumat', 'agung', 'temenku', 'ada', 'mkssr', 'siapa', 'tahu', 'minat', 'sama', 'ngusahain', 'kaburajadulu']",trust
"['tidak', 'cari', 'pacar', 'cari', 'teman', 'circle', 'teman', 'sudah', 'tip', 'sangat', 'siapa', 'tahu', 'temu', 'sehobisevisi', 'fact', 'about', 'budak', 'korporat', 'seninjumat', 'kuningan', 'jaksel', 'nyambi', 'jurus', 'business', 'analytics', 'rencana', 'luar', 'buat', 'kaburajadulu']",joy
"['nyata', 'orang', 'kampung', 'sini', 'sudah', 'terap', 'kaburajadulu', 'lebih', 'dulu']",trust
"['berani', 'malah', 'ingin', 'langsung', 'pindah', 'keluar', 'negeri', 'kaburajadulu', 'hehe']",anticipation
"['izin', 'ikut', 'hehe', 'soon', 'from', 'makassar', 'dom', 'bandungnangor', 'nonsmoker', 'nonalcoholic', 'non', 'voters', 'belum', 'pernah', 'velocity', 'kimia', 'univ', 'top', 'sedang', 'coba', 'kaburajadulu', 'freelance', 'ngajar', 'cari', 'kerja', 'proper', 'game', 'lot', 'mlbb', 'genshin', 'dkk']",trust
"['kaburajadulu', 'amerika']",anger
"['siap', 'ngentot', 'heboh', 'sama', 'canva', 'malam', 'gempur', 'closed', 'agency', 'kaburajadulu', 'sekerispsi', 'httpstcoanjry', 'cfsr']",trust
"['coba', 'amal', 'main', 'twiter', 'pasti', 'ikut', 'tren', 'versi', 'kmteti', 'sudah', 'kaburajadulu', 'jpn']",joy
"['btw', 'smgt', 'juang', 'utbk', 'gua', 'gjd', 'kejar', 'itb', 'mending', 'sekali', 'luar', 'sudah', 'kata', 'gua', 'kaburajadulu']",anger
['kaburajadulu'],anger
"['bisa', 'kaburajadulu', 'arti', 'tuhan', 'selamat', 'masih', 'sini', 'arti', 'kamu', 'bagi', 'tugas', 'selamat', 'negara']",anticipation
"['apakah', 'masuk', 'misi', 'kaburajadulu']",anger
"['telah', 'cari', 'cara', 'kaburajadulu']",anger
"['tidak', 'pernah', 'expect', 'bakal', 'didoain', 'bisa', 'ikut', 'kaburajadulu', 'hari', 'ultah', 'begini', 'mood', 'sangat', 'iya', 'ampun']",disgust
"['terimakasih', 'sayang', 'ucap', 'aku', 'dapet', 'hari', 'kamu', 'paling', 'lucu', 'lucu', 'semoga', 'kamu', 'bisa', 'ikut', 'kaburajadulu', 'kita', 'kabur', 'samasama', 'btw', 'rekomendasiin', 'negara', 'oke', 'sangat']",joy
"['letssgaurr', 'waktu', 'ketemu', 'pacar', 'pacar', 'meski', 'mreka', 'nnti', 'sudah', 'pergi', 'kaburajadulu', 'ihgwwfu']",anticipation
"['kaburajadulu', 'versi', 'perintah']",anger
"['kata', 'gua', 'mah', 'hashtag', 'kaburajadulu', 'ada', 'sempat', 'ayok', 'sudah', 'seluruh', 'dunia', 'sedang', 'tidak', 'baik', 'baik', 'stay', 'strong', 'kawan']",trust
"['informasi', 'loker', 'korea', 'mohon', 'ingin', 'segera', 'kaburajadulu']",anticipation
"['semoga', 'kaburajadulu', 'lancar']",anticipation
"['aku', 'ingin', 'jual', 'diri', 'bagus', 'way', 'non', 'voter', 'ipk', 'jauh', 'lebih', 'tinggi', 'gibran', 'lucu', 'kata', 'orang', 'kaya', 'orang', 'nyabu', 'soal', 'tidak', 'pernah', 'habis', 'energi', 'kata', 'kian', 'sania', 'fluent', 'yappanese', 'and', 'also', 'currently', 'trying', 'my', 'hardest', 'be', 'able', 'kaburajadulu']",trust
"['ingin', 'zona', 'aman', 'iya', 'pegawai', 'ingin', 'kabur', 'gaji', 'besar', 'bukan', 'zona', 'nyaman', 'iya', 'pramugari', 'tidak', 'ikut', 'kaburajadulu']",trust
"['ingin', 'luar', 'negeri', 'sekali', 'kaburajadulu']",sadness
"['jadi', 'mending', 'kaburajadulu']",anger
"['generasi', 'pertama', 'kaburajadulu', 'indonesia', 'arti', 'orochimaru', 'tidak']",anger
"['lowong', 'kerja', 'via', 'adm', 'butuh', 'darurat', 'wtf', 'butuh', 'darurat', 'usaha', 'manfaat', 'orang', 'bajing', 'kaya', 'begini', 'memang', 'seurgent', 'terus', 'ngapain', 'bayar', 'tidak', 'heran', 'beberapa', 'tahun', 'datang', 'banyak', 'mulai', 'kaburajadulu', 'banyak', 'sampah', 'kaya', 'begini']",anticipation
"['posisi', 'ada', 'jepang', 'ex', 'kaigo', 'caregiver', 'darurat', 'butuh', 'tempat', 'hokkaido', 'kaigo', 'lakilaki', 'bisa', 'hubung', 'no', 'kontak', 'tera', 'flyer', 'kaburajadulu', 'lokerdijepang', 'specifiedskilledworker', 'httpstcoqssp']",anticipation
"['lebaran', 'tahun', 'sedih', 'neng', 'semua', 'mix', 'jadi', 'pertama', 'hasil', 'kaburajadulu', 'sisi', 'ninggalin', 'emran', 'baru', 'umur', 'berapa', 'bulan']",anger
"['world', 'tour', 'western', 'kaburajadulu', 'apa', 'world', 'tour']",anger
['kaburajadulu'],anger
"['simulasi', 'kaburajadulu']",anger
"['kaburajadulu', 'canda', 'ingin', 'kabur', 'beneran', 'dh', 'dulu', 'httpstcod', 'ay', 'akp']",trust
"['sayang', 'tidak', 'bisa', 'iya', 'punya', 'uang', 'banyak', 'kerja', 'bisa', 'mimpi', 'semangat', 'bisa', 'kaburajadulu']",anticipation
"['ikut', 'ahh', 'infj', 'hobi', 'nonton', 'filmseries', 'western', 'kdrama', 'dorama', 'dracin', 'asal', 'pontianak', 'sekarang', 'kaburajadulu', 'bukan', 'minum', 'okok', 'suka', 'travelling', 'suka', 'masa', 'and', 'obviously', 'not', 'voter', 'katolik', 'hehehehee', 'hmu', 'interested']",joy
"['tema', 'ku', 'keluarga', 'lebaran', 'campaign', 'kaburajadulu', 'bantu', 'warga', 'sadar', 'ttg', 'sistem', 'perintah', 'jalan', 'misal', 'program', 'mbg', 'ingin', 'mulai', 'bpjs', 'sekarang', 'susah', 'pakai']",trust
"['mantap', 'nesa', 'kaburajadulu', 'jalur', 'ordalsiap', 'bawa', 'ketawa']",anger
"['kumpul', 'uang', 'banyak', 'libur', 'keluar', 'negeri', 'kaburajadulu', 'memang', 'solusi', 'baik', 'hadap', 'perda', 'untung', 'preman', 'rakyat']",anticipation
"['as', 'sudah', 'mulai', 'gera', 'kaburajadulu']",anger
"['kaburajadulu', 'jadi', 'pegawai', 'indonesia', 'penjara', 'umur', 'hidup']",anger
"['tidak', 'ada', 'cara', 'kaburajadulu', 'semoga', 'sukses']",anticipation
"['boro', 'boro', 'pikir', 'zina', 'sama', 'kumpul', 'kebo', 'pikir', 'cuma', 'bagaimana', 'dapet', 'kerja', 'bisa', 'kaburajadulu', 'kepala']",disgust
"['sudah', 'ambil', 'maskapai', 'luar negeri', 'kaburajadulu']",anger
"['pramugari', 'sekali', 'kaburajadulu']",anger
"['ikut', 'dalil', 'nabi', 'musa', 'tidak', 'perintah', 'datang', 'bawa', 'bani', 'israel', 'demo', 'firaun', 'datang', 'nabi', 'harun', 'dakwah', 'cara', 'paling', 'baik', 'contoh', 'baik', 'ingin', 'ikut', 'cara', 'nabi', 'iya', 'tidak', 'kuat', 'mending', 'kaburajadulu']",anticipation
"['kaburajadulu', 'indonesia', 'sedang', 'tidak', 'baik', 'baik', 'sekalipun', 'pegawai', 'saran', 'aku']",trust
"['ingin', 'ikut', 'trend', 'kaburajadulu']",sadness
"['waduh', 'bagaimana', 'iya', 'say', 'aku', 'sini', 'suami', 'paksu', 'memang', 'orang', 'sini', 'jadi', 'dapet', 'greencard', 'buat', 'stay', 'aku', 'doain', 'buat', 'kamu', 'iya', 'say', 'buat', 'dapet', 'laki', 'sini', 'kamu', 'bisa', 'kaburajadulu']",trust
"['kaburajadulu', 'buka', 'lebar', 'baru', 'tamat', 'sekolah', 'tahu', 'siap', 'kerja', 'luar', 'negeri', 'negara', 'ingin', 'terima', 'devisa', 'tki', 'tmi', 'tkw', 'ini', 'bukti', 'negara', 'tidak', 'mampu', 'cipta', 'lapang', 'kerja', 'terus', 'generasi', 'bangsa', 'nasionalisme', 'negara', 'httpstcofj', 'rljtxts']",trust
"['semoga', 'kita', 'semua', 'bisa', 'kaburajadulu']",anticipation
"['sudah', 'swiss', 'bagaimana', 'kabar', 'temanteman', 'indonesia', 'kaburajadulu', 'httpstcoftfvmzthkw']",anger
"['diaspora', 'perlu', 'lompat', 'bayang', 'gera', 'kaburajadulu', 'comment', 'negative', 'orang', 'menteri', 'investasi', 'tanda', 'government', 'kita', 'tidak', 'buka', 'kurang', 'peduli', 'diaspora', 'duduk', 'juta', 'diaspora', 'kita', 'aussie', 'masih', 'kalah', 'jauh']",anger
"['wakanda', 'nyaris', 'bangkrut', 'rupiah', 'ambrol', 'belum', 'risiko', 'efisiensi', 'kurang', 'pegawai', 'apa', 'kerja', 'mata', 'uang', 'asing', 'hasil', 'lebih', 'baik', 'kerja', 'maskapai', 'nabung', 'telah', 'loncat', 'kerja', 'luar negeri', 'bisa', 'lebih', 'baik', 'tidak', 'tidak', 'mikirin', 'wakanda', 'kaburajadulu']",anticipation
"['percaya', 'telah', 'years', 'hidup', 'my', 'rumah', 'negara', 'it', 'jadi', 'damn', 'susah', 'move', 'another', 'negara', 'kayak', 'korban', 'gaslighting', 'lama', 'ketawa', 'jadi', 'ingin', 'kaburajadulu', 'mending', 'masih', 'muda']",sadness
"['bukan', 'wni', 'jalur', 'kaburajadulu', 'jalur', 'mana', 'mas']",anger
"['hipotesis', 'zaman', 'dulu', 'sekarang', 'hutang', 'banyak', 'korupsi', 'jamaah', 'kumpulin', 'sebanyakbanyaknya', 'minimal', 'turun', 'tanjak', 'telah', 'kaburajadulu', 'batalkanruutni', 'supremasisipil', 'httpstcoq', 'wiyo', 'wev']",disgust
"['lagu', 'kaburajadulu', 'dunia', 'digital', 'httpstcodk', 'idlowzw']",joy
"['wih', 'mantap', 'sangat', 'masuk', 'tagar', 'kaburajadulu']",disgust
"['telah', 'luar', 'negeri', 'aktfi', 'nyebar', 'kampanye', 'bodoh', 'kaburajadulu', 'pdhal', 'tidak', 'proses', 'rubah', 'indonesia', 'dikit', 'kabur']",fear
"['tidak', 'fenomena', 'macam', 'kaburajadulu', 'mah', 'mayoritas', 'orang', 'indonesia', 'luar', 'negeri', 'mah', 'harap', 'suatu', 'hari', 'bagus', 'indonesia', 'jadi', 'mikirnya', 'networking', 'sama', 'sama', 'indonesia', 'tidak', 'merangsek', 'masuk', 'kerja', 'market']",trust
